client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
7d32e20153ce6a0fa0878ecf74ed0954b7ce37006232955f4082145260c67d347240f6724ba14a0c0cb45b49eec120ba8d962be74b0a816ee9c9b6407b1938e5	common_voice_ru_36899408.mp3	А когда гости у нас очень уж долго засидятся, я их просто вон гоню.	2	0					ru	
8e0477aae1b983a2d3cb58ef5d4424640d12bf0ac6d70ce90957644ad7b2d474355df83282b873bd06b9a25cded5a8a891ec86cd2c26cdce4964eb7482a22113	common_voice_ru_36979600.mp3	Я бы так и не спал, а прямо с тяги на станцию.	2	0					ru	
8ed087f42e11cf35da804f7fb63536d1be89825bab4a54a09ab891f389644d2797da00cbca2372f54740370c2267b3b9cf1523aead20205fe18a2a3db5dd6442	common_voice_ru_37268572.mp3	Я ликвидировала всех подруг.	2	0					ru	
a1be6b5986ec6c1408f296ca153bc9c81123ee2f66a2c4005b4ad739ab099bac5eef34f840f066d38681defa10855d7c22fe89927e9f00fa0036e1af28ceb9ff	common_voice_ru_37021657.mp3	Работа жива и нова.	2	0			славянский		ru	
a78174e035bb614b49b5c799a3fdaee410315a43481ffec1fdd3d50a88905fa1b95e5c57ccf4e41cb30565e74ad498715f593595e0cf6a4b552eacf47e0451a6	common_voice_ru_37141605.mp3	Поэтому я предложил тему «Роль посредничества в урегулировании споров» для общих прений этого года.	2	0	fourties	female			ru	
bbce28d1b9973fb913d3f83fc58f7a514e56eb5ce555e9df8607e9df3a94c1281e0762bf7c0907c7dd1cbae8508780d84327fbad39be466f2b6cf694a224bd05	common_voice_ru_36963083.mp3	Ирина молча надела свою шубку.	2	0			русский мой родной язык		ru	
c5eaafce86be5fae50d452c6512bf958a2b71c5b36e4e71d9c3947a62dad50fa0baf72d9098a3bdc76bfdd8557f6b88e169a8af02521fc750205a0f4286a0701	common_voice_ru_36838940.mp3	Он в глубине души знал, что он ее увидит нынче здесь.	2	0					ru	
ce095204381883d4d35ac216a133e01284a1faedcde6a9c591e8a48c555a9079898f3e30b346dacd158dbf0529114a723d77ae9f80c2e794a85cf932d497bc53	common_voice_ru_36947681.mp3	Он сам говорит, что желал бы верить.	2	0			русскоговорящий украинец		ru	
e09669dc7b7c0e3471f2561ac576b7519e5e61453a646b23adfd371e66cf747f229278ea11cd83f16c7f4de9a97d85c042ddb6393e7d567a3d1f9ef97b69c0c9	common_voice_ru_37006696.mp3	Это был признак его сильного недовольства, не на нее, а на самого себя.	2	0			Картавый		ru	
e48b14466f37ead15ca9ce0252be8d72c5e4399511e6944d7ed51622ac745ad8d0be0fa50ae648eef5eff768e7a65d6966ca7ae99b489a957505f5bf7652041e	common_voice_ru_36909622.mp3	Чуть не прыгает пошел отсюда.	2	0					ru	
eae8f189570395a9e9e29ca26efb0abc3629decb144a5e5f3a26b46a44bf193ac6e1c65ce7e4e9baf893fab26917b3cdba05a38803689e5abcbbecc830c098d4	common_voice_ru_36980158.mp3	Я не странная, но я дурная.	2	0					ru	
0abad69bd4f5e9d73eab99b4868e46e0797e234e88e2491d6753ba772c670a85b9962260bd6c9b7be69abea7a849fb18a7e9af82dabcf25f20ccc4ab6b4597f7	common_voice_ru_36983410.mp3	Когда его встречали, то с едва скрываемою радостью спрашивали об ее здоровье.	3	0	thirties	male	Central,normal		ru	
0abad69bd4f5e9d73eab99b4868e46e0797e234e88e2491d6753ba772c670a85b9962260bd6c9b7be69abea7a849fb18a7e9af82dabcf25f20ccc4ab6b4597f7	common_voice_ru_36983414.mp3	Ты не можешь со своею чистотой понять всего того, чем я страдаю.	3	0	thirties	male	Central,normal		ru	
413fbf090e8f6d90a6a34a20adcb0b008c1bd4a07de36801f0976b4d42f1947945ebce4768555b2f22dfd47a379479c7ea71bd587aa703002941415372a9e869	common_voice_ru_37006691.mp3	В воздухе пахло жжеными перьями.	2	0			Картавый		ru	
413fbf090e8f6d90a6a34a20adcb0b008c1bd4a07de36801f0976b4d42f1947945ebce4768555b2f22dfd47a379479c7ea71bd587aa703002941415372a9e869	common_voice_ru_37006695.mp3	В ней есть что-то странное, — говорила ее приятельница.	2	0			Картавый		ru	
6eefbebdf4b4670978f759cfc5742da372dc5eeba2bf7bc4a467e5d9a8079308b8219e16306915328bb3035d661ce8eda84783584c59daf6766cb05a76465a0a	common_voice_ru_36882303.mp3	Теперь пойду одеваться, а тебе пришлю девушку.	2	0			без акцента		ru	
6eefbebdf4b4670978f759cfc5742da372dc5eeba2bf7bc4a467e5d9a8079308b8219e16306915328bb3035d661ce8eda84783584c59daf6766cb05a76465a0a	common_voice_ru_36882304.mp3	Это было минутное впечатление, но она никогда уже не забыла его.	2	0			без акцента		ru	
7b429b85ad54f8de01e985295d92c2f92a51aa045226f24617966c8ca9cd17c1971cac308833da46ed843595dda82cd8c48baec308b622810dae430688509b67	common_voice_ru_37072792.mp3	Он отвернулся, пока Лизавета Петровна устраивала его к непривычной груди.	2	0			кортавость		ru	
7b429b85ad54f8de01e985295d92c2f92a51aa045226f24617966c8ca9cd17c1971cac308833da46ed843595dda82cd8c48baec308b622810dae430688509b67	common_voice_ru_37072793.mp3	Все движется быстрее, и все становится ближе.	2	0			кортавость		ru	
9011637026b9df25ea4bf9118e0d4584c1e5cb52bc6863799d72d55b0da91ec388c66eee1f504c8cd0ff2ad7d37ea9440e5cf599a750a9d7a9e53cd4a6de28f3	common_voice_ru_36894968.mp3	Архимед в бане, полоскаясь, наведен был на открытие своего гидростатического закона.	2	0					ru	
9011637026b9df25ea4bf9118e0d4584c1e5cb52bc6863799d72d55b0da91ec388c66eee1f504c8cd0ff2ad7d37ea9440e5cf599a750a9d7a9e53cd4a6de28f3	common_voice_ru_36894975.mp3	Его смех и крики не умолкали.	2	0					ru	
97c5319cd514d32eb50cd74603812180c7b3490f47b4b0d9707e3deea8065ca804e03cb85b039bc57d6d2eed870e11bed62131379981e042bab54ca608965d28	common_voice_ru_36541325.mp3	Проснешься не торопясь, посердишься на что-нибудь, поворчишь, опомнишься хорошенько, всё обдумаешь, не торопишься.	2	0					ru	
97c5319cd514d32eb50cd74603812180c7b3490f47b4b0d9707e3deea8065ca804e03cb85b039bc57d6d2eed870e11bed62131379981e042bab54ca608965d28	common_voice_ru_36541329.mp3	Обдают водой холода.	2	0					ru	
9bcc7a0cb7b6f14a899db5675ff80b872d60b2b5dc7336c201afdb70fe8223b528387c75a4868f3ae94b014c4a57514dc3db082c2393b9faf575b3df298d27a3	common_voice_ru_37140616.mp3	И лучше резвилась царица.	2	0	twenties	female			ru	
9bcc7a0cb7b6f14a899db5675ff80b872d60b2b5dc7336c201afdb70fe8223b528387c75a4868f3ae94b014c4a57514dc3db082c2393b9faf575b3df298d27a3	common_voice_ru_37140619.mp3	Он создал общее пространство для ведения торговли и свободного передвижения.	2	0	twenties	female			ru	
b4924cb68f7d1287ba49a4e65748ba464855b58c0051c79116da04c317a771ac995026476a6d520a2e3d80a63fa61bd6cee0b8e21c6b0f6f7dc4d916835bc822	common_voice_ru_36857161.mp3	Количество изнасилований в этом году снизилось в два раза.	2	0			Буква «в» похожа на «л». Беларуский акцент		ru	
b4924cb68f7d1287ba49a4e65748ba464855b58c0051c79116da04c317a771ac995026476a6d520a2e3d80a63fa61bd6cee0b8e21c6b0f6f7dc4d916835bc822	common_voice_ru_36857162.mp3	Но ты обещал, она написала тебе и переехала в Москву.	2	0			Буква «в» похожа на «л». Беларуский акцент		ru	
d71d033cce75eaedb5cd09cf035635297077eb0dbe0721018091225110999cece978be7caa300fd2851cba5a7efe6e76c8f854bbd1a56b3cace955053b3ec12f	common_voice_ru_36993453.mp3	Степан Аркадьич медленно выпил свой стакан шабли, не спуская глаз с Левина.	2	0					ru	
d71d033cce75eaedb5cd09cf035635297077eb0dbe0721018091225110999cece978be7caa300fd2851cba5a7efe6e76c8f854bbd1a56b3cace955053b3ec12f	common_voice_ru_36993455.mp3	А что на этой аве изображено?	2	0					ru	
1652eb3f1dd759dda5512720526bd7874e9714a5e07461bc96675fa490568d3a85eae4417102e64ce2093aee6103dbe47858c0e16e58c7b313e38c28a873d74f	common_voice_ru_36558561.mp3	Анна не слышала того, что говорил швейцар, не видела ничего вокруг себя.	2	0					ru	
1652eb3f1dd759dda5512720526bd7874e9714a5e07461bc96675fa490568d3a85eae4417102e64ce2093aee6103dbe47858c0e16e58c7b313e38c28a873d74f	common_voice_ru_36558562.mp3	Наше оружие – наши песни.	2	0					ru	
1652eb3f1dd759dda5512720526bd7874e9714a5e07461bc96675fa490568d3a85eae4417102e64ce2093aee6103dbe47858c0e16e58c7b313e38c28a873d74f	common_voice_ru_36558565.mp3	Левин послал за приказчиком, но тотчас и сам пошел отыскивать его.	2	0					ru	
1652eb3f1dd759dda5512720526bd7874e9714a5e07461bc96675fa490568d3a85eae4417102e64ce2093aee6103dbe47858c0e16e58c7b313e38c28a873d74f	common_voice_ru_36558567.mp3	На него нашло уныние, и захотелось выбраться из этой толпы.	2	0					ru	
46433e56b5da7e47625156aeab92953c62ca5cf6452388d03c6cdd582d07e7092807b5a32f1a30e29a5efd0b595752b1b21047e13b8fb51d9d8c5cd221415ea4	common_voice_ru_37194266.mp3	Представитель Польши не имеет права давать советы или критиковать других.	2	0	thirties	male	без акцента		ru	
46433e56b5da7e47625156aeab92953c62ca5cf6452388d03c6cdd582d07e7092807b5a32f1a30e29a5efd0b595752b1b21047e13b8fb51d9d8c5cd221415ea4	common_voice_ru_37194267.mp3	Вот эти руки гнут пятак!	4	0	thirties	male	без акцента		ru	
46433e56b5da7e47625156aeab92953c62ca5cf6452388d03c6cdd582d07e7092807b5a32f1a30e29a5efd0b595752b1b21047e13b8fb51d9d8c5cd221415ea4	common_voice_ru_37194270.mp3	Таков урок, извлеченный нами из истории.	2	0	thirties	male	без акцента		ru	
46433e56b5da7e47625156aeab92953c62ca5cf6452388d03c6cdd582d07e7092807b5a32f1a30e29a5efd0b595752b1b21047e13b8fb51d9d8c5cd221415ea4	common_voice_ru_37194271.mp3	Вронский по возвращении из-за границы.	2	0	thirties	male	без акцента		ru	
5dcc02b2d95a2e9263aa4468305cd441c40295395014cb88032f62f2260ed59d09b7fc931b9a45190ae1a799932a6dedcc1ebd4b662ec78fde9cc427c709c23d	common_voice_ru_36952191.mp3	И она злоупотребляла этой силой своей слабости.	2	0			выросших в московском регионе,Московский		ru	
5dcc02b2d95a2e9263aa4468305cd441c40295395014cb88032f62f2260ed59d09b7fc931b9a45190ae1a799932a6dedcc1ebd4b662ec78fde9cc427c709c23d	common_voice_ru_36952192.mp3	Разумеется, нелегко проследить онтогенез стадного инстинкта.	2	0			выросших в московском регионе,Московский		ru	
5dcc02b2d95a2e9263aa4468305cd441c40295395014cb88032f62f2260ed59d09b7fc931b9a45190ae1a799932a6dedcc1ebd4b662ec78fde9cc427c709c23d	common_voice_ru_36952193.mp3	И всем, кто против, советуем следующий вспомнить случай.	2	0			выросших в московском регионе,Московский		ru	
5dcc02b2d95a2e9263aa4468305cd441c40295395014cb88032f62f2260ed59d09b7fc931b9a45190ae1a799932a6dedcc1ebd4b662ec78fde9cc427c709c23d	common_voice_ru_36952194.mp3	Крак опять нашел его, стал, и Весловский убил его и вернулся к экипажам.	2	0			выросших в московском регионе,Московский		ru	
5e02f92f638a372220e4f2f473f2f218d81aa126aee3a0e8ccc8db8af857e0f264ddd7b2bef9ef9a5dd2bef4ae9f70c2fb6fcfe5c6f0e2ed30a376987e1abaf5	common_voice_ru_36532505.mp3	в третий день воскрес из мертвых	2	0					ru	
5e02f92f638a372220e4f2f473f2f218d81aa126aee3a0e8ccc8db8af857e0f264ddd7b2bef9ef9a5dd2bef4ae9f70c2fb6fcfe5c6f0e2ed30a376987e1abaf5	common_voice_ru_36532506.mp3	Встреча Вронского с Карениным на петербургском вокзале.	2	0					ru	
5e02f92f638a372220e4f2f473f2f218d81aa126aee3a0e8ccc8db8af857e0f264ddd7b2bef9ef9a5dd2bef4ae9f70c2fb6fcfe5c6f0e2ed30a376987e1abaf5	common_voice_ru_36532507.mp3	А потом начинается ужас.	2	0					ru	
5e02f92f638a372220e4f2f473f2f218d81aa126aee3a0e8ccc8db8af857e0f264ddd7b2bef9ef9a5dd2bef4ae9f70c2fb6fcfe5c6f0e2ed30a376987e1abaf5	common_voice_ru_36532508.mp3	Он потому считал нехорошим избегать этой гостиницы.	2	0					ru	
cdf30289fd136f4ac2c23a1415d073a4f4bb982f30f5043d8070bc4c746156ae7a38e520a4f60e50807f2c40ddaced82df61fb509878b0ef35df29b11ea2ed78	common_voice_ru_37077742.mp3	– Качай! – Давай! – Бери! – Хватай!	2	0	twenties	male			ru	
cdf30289fd136f4ac2c23a1415d073a4f4bb982f30f5043d8070bc4c746156ae7a38e520a4f60e50807f2c40ddaced82df61fb509878b0ef35df29b11ea2ed78	common_voice_ru_37077743.mp3	Они сильны, богаты, в их зависимости ученые и профессионалы.	2	0	twenties	male			ru	
cdf30289fd136f4ac2c23a1415d073a4f4bb982f30f5043d8070bc4c746156ae7a38e520a4f60e50807f2c40ddaced82df61fb509878b0ef35df29b11ea2ed78	common_voice_ru_37077744.mp3	Идите, изъеденные бессонницей, сложите в костер лица!	2	0	twenties	male			ru	
cdf30289fd136f4ac2c23a1415d073a4f4bb982f30f5043d8070bc4c746156ae7a38e520a4f60e50807f2c40ddaced82df61fb509878b0ef35df29b11ea2ed78	common_voice_ru_37077745.mp3	Опустившись на колени и защищая руками гриб от Гриши, она звала маленькую Машу.	2	0	twenties	male			ru	
e676ef925cb691f25e21027eab02934714f9e174a65cb4b77243b0a2f2c840c16d01425994ba0afce9dcbda00bbc19f1411d6c0068aa6c94b953a8e3e47fd672	common_voice_ru_37140162.mp3	Мы приветствуем ратификацию Римского статута новыми государствами из различных регионов мира.	2	0	twenties	male			ru	
e676ef925cb691f25e21027eab02934714f9e174a65cb4b77243b0a2f2c840c16d01425994ba0afce9dcbda00bbc19f1411d6c0068aa6c94b953a8e3e47fd672	common_voice_ru_37140170.mp3	Это поистине универсальный документ, который выходит за рамки границ, культур, верований и обществ.	2	0	twenties	male			ru	
e676ef925cb691f25e21027eab02934714f9e174a65cb4b77243b0a2f2c840c16d01425994ba0afce9dcbda00bbc19f1411d6c0068aa6c94b953a8e3e47fd672	common_voice_ru_37140174.mp3	Другие вопросы, касающиеся деятельности этого суда в ближайшем будущем, связаны с возмещением ущерба потерпевшим.	2	0	twenties	male			ru	
e676ef925cb691f25e21027eab02934714f9e174a65cb4b77243b0a2f2c840c16d01425994ba0afce9dcbda00bbc19f1411d6c0068aa6c94b953a8e3e47fd672	common_voice_ru_37140175.mp3	Алексей Александрович смотрел на Вронского с неудовольствием, рассеянно вспоминая, кто это.	2	1	twenties	male			ru	
eb7703641ca99b876e74ce5e10afab434a6656f7bd01d7836407daa062d7cca45fd982cd1e7416e064d338f5b4e13a113b9adc78dbf949c2571e22cc8b6d5b64	common_voice_ru_36952181.mp3	Он снял коньки и догнал у выхода сада мать с дочерью.	2	0			выросших в московском регионе,Московский		ru	
eb7703641ca99b876e74ce5e10afab434a6656f7bd01d7836407daa062d7cca45fd982cd1e7416e064d338f5b4e13a113b9adc78dbf949c2571e22cc8b6d5b64	common_voice_ru_36952182.mp3	Но всё это были мысли, которые ничего не могли решить.	2	0			выросших в московском регионе,Московский		ru	
eb7703641ca99b876e74ce5e10afab434a6656f7bd01d7836407daa062d7cca45fd982cd1e7416e064d338f5b4e13a113b9adc78dbf949c2571e22cc8b6d5b64	common_voice_ru_36952183.mp3	Вот на заводе — взяли задатки, ушли.	4	0			выросших в московском регионе,Московский		ru	
eb7703641ca99b876e74ce5e10afab434a6656f7bd01d7836407daa062d7cca45fd982cd1e7416e064d338f5b4e13a113b9adc78dbf949c2571e22cc8b6d5b64	common_voice_ru_36952185.mp3	Игра крашнулась по неизвестной мне причине.	4	0			выросших в московском регионе,Московский		ru	
50440b3e1af12db9c6234b5379c7d13dd56bded3519da98095b300248ca34fb8b6e72ed5ac778da20186149055472dffcfaf806a7fd60ae7daea4ef3096031de	common_voice_ru_36977576.mp3	Мы разливом второго потопа перемоем миров города.	2	0					ru	
50440b3e1af12db9c6234b5379c7d13dd56bded3519da98095b300248ca34fb8b6e72ed5ac778da20186149055472dffcfaf806a7fd60ae7daea4ef3096031de	common_voice_ru_36977579.mp3	Практика языка даже в своих капризах остается верна какой-то действительности.	2	0					ru	
50440b3e1af12db9c6234b5379c7d13dd56bded3519da98095b300248ca34fb8b6e72ed5ac778da20186149055472dffcfaf806a7fd60ae7daea4ef3096031de	common_voice_ru_36977583.mp3	Мне уже нет спасения!	2	0					ru	
50440b3e1af12db9c6234b5379c7d13dd56bded3519da98095b300248ca34fb8b6e72ed5ac778da20186149055472dffcfaf806a7fd60ae7daea4ef3096031de	common_voice_ru_36977584.mp3	Вронский с Анной сидели почти против нее.	2	0					ru	
50440b3e1af12db9c6234b5379c7d13dd56bded3519da98095b300248ca34fb8b6e72ed5ac778da20186149055472dffcfaf806a7fd60ae7daea4ef3096031de	common_voice_ru_36977586.mp3	И пригоним в самый раз. Много покойнее будет.	2	0					ru	
aa3bc8b190c3f9db4c18c279e5514b77cb35ef303db9bd43c5e6ad7b9534aead0b009cd05c6babd8e0db1da47ffafec09a16b27850ebff5c3489963c3dc80e2e	common_voice_ru_36979243.mp3	Хватит ко мне клеиться!	2	0	thirties	male			ru	
aa3bc8b190c3f9db4c18c279e5514b77cb35ef303db9bd43c5e6ad7b9534aead0b009cd05c6babd8e0db1da47ffafec09a16b27850ebff5c3489963c3dc80e2e	common_voice_ru_36979245.mp3	Проверь эту запись.	2	0	thirties	male			ru	
aa3bc8b190c3f9db4c18c279e5514b77cb35ef303db9bd43c5e6ad7b9534aead0b009cd05c6babd8e0db1da47ffafec09a16b27850ebff5c3489963c3dc80e2e	common_voice_ru_36979269.mp3	Аналогия обоих состояний очевидна.	2	0	thirties	male			ru	
aa3bc8b190c3f9db4c18c279e5514b77cb35ef303db9bd43c5e6ad7b9534aead0b009cd05c6babd8e0db1da47ffafec09a16b27850ebff5c3489963c3dc80e2e	common_voice_ru_37005260.mp3	Но поэзия — пресволочнейшая штуковина: существует — и ни в зуб ногой.	2	0	thirties	male			ru	
aa3bc8b190c3f9db4c18c279e5514b77cb35ef303db9bd43c5e6ad7b9534aead0b009cd05c6babd8e0db1da47ffafec09a16b27850ebff5c3489963c3dc80e2e	common_voice_ru_37005272.mp3	Я, конечно, не истина в последней инстанции, но, по-моему, чел несёт полную ахинею.	2	0	thirties	male			ru	
d79e38db97ca12114c965e9de0a91b228ba4d1336ee8346e68e3cc1ec023e0ebe50f4afbc540fc49734bd8d36ddd552d081884b5726730fd6e848cb37b4adc76	common_voice_ru_37054204.mp3	Соединенное Королевство также признает необходимость своевременного уничтожения химического оружия, оставленного Японией в Китае.	4	0			уральский		ru	
d79e38db97ca12114c965e9de0a91b228ba4d1336ee8346e68e3cc1ec023e0ebe50f4afbc540fc49734bd8d36ddd552d081884b5726730fd6e848cb37b4adc76	common_voice_ru_37054216.mp3	И нам предстоит еще многое сделать.	2	0			уральский		ru	
d79e38db97ca12114c965e9de0a91b228ba4d1336ee8346e68e3cc1ec023e0ebe50f4afbc540fc49734bd8d36ddd552d081884b5726730fd6e848cb37b4adc76	common_voice_ru_37054223.mp3	Рецессионные тенденции в этих странах подрывают доверие к мировым финансовым рынкам и рынкам капитала.	2	0			уральский		ru	
d79e38db97ca12114c965e9de0a91b228ba4d1336ee8346e68e3cc1ec023e0ebe50f4afbc540fc49734bd8d36ddd552d081884b5726730fd6e848cb37b4adc76	common_voice_ru_37061670.mp3	Под его руководством Институт занимался решением разнообразных электротехнических проблем, связанных с ракетно-космической техникой.	4	0	thirties	male	уральский		ru	
d79e38db97ca12114c965e9de0a91b228ba4d1336ee8346e68e3cc1ec023e0ebe50f4afbc540fc49734bd8d36ddd552d081884b5726730fd6e848cb37b4adc76	common_voice_ru_37061672.mp3	– Ты посмотри, как, собаки, ругаются! – смутившись, но пытаясь улыбнуться, продолжал Квакин.	2	0	thirties	male	уральский		ru	
d79e38db97ca12114c965e9de0a91b228ba4d1336ee8346e68e3cc1ec023e0ebe50f4afbc540fc49734bd8d36ddd552d081884b5726730fd6e848cb37b4adc76	common_voice_ru_37061678.mp3	Доступ пользователя к своим настройкам	2	0	thirties	male	уральский		ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578337.mp3	Бэкон продавал правду, а Лавуазье брал взятки.	2	1					ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578338.mp3	И опять до другого оазиса вью следы песками минут.	2	1					ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578339.mp3	А может быть, она и не умерла?	2	0					ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578341.mp3	Письмо мужу и решение ехать в Москву.	2	0					ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578374.mp3	Много всяческих кровавых безделушек здесь у бабушки моей по берегам Днепра.	2	0					ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578380.mp3	Пройдя по широкой чугунной лестнице на площадку, они вошли в первую большую комнату.	2	0					ru	
fc70366b789e86d373d78489ff5cbc57aaaf395a0750edd2b81a726369cf414e02ebdc517524b4a89889dde9bccf7f0804fa4fdf150450f52deb5b89fa876364	common_voice_ru_36963092.mp3	Коммунизм не только у земли, у фабрик в поту.	2	0					ru	
fc70366b789e86d373d78489ff5cbc57aaaf395a0750edd2b81a726369cf414e02ebdc517524b4a89889dde9bccf7f0804fa4fdf150450f52deb5b89fa876364	common_voice_ru_36963098.mp3	А оно и действительно неизвестно, что получается.	2	1					ru	
fc70366b789e86d373d78489ff5cbc57aaaf395a0750edd2b81a726369cf414e02ebdc517524b4a89889dde9bccf7f0804fa4fdf150450f52deb5b89fa876364	common_voice_ru_36963099.mp3	То же будет и с этим горем.	2	0					ru	
fc70366b789e86d373d78489ff5cbc57aaaf395a0750edd2b81a726369cf414e02ebdc517524b4a89889dde9bccf7f0804fa4fdf150450f52deb5b89fa876364	common_voice_ru_36963107.mp3	В ярмо замучена шея-язва, над язвой смерчи мух.	2	0					ru	
fc70366b789e86d373d78489ff5cbc57aaaf395a0750edd2b81a726369cf414e02ebdc517524b4a89889dde9bccf7f0804fa4fdf150450f52deb5b89fa876364	common_voice_ru_36963112.mp3	А главное — этот взгляд, смущенный и нежный!	2	0					ru	
fc70366b789e86d373d78489ff5cbc57aaaf395a0750edd2b81a726369cf414e02ebdc517524b4a89889dde9bccf7f0804fa4fdf150450f52deb5b89fa876364	common_voice_ru_36963115.mp3	Левин, подойдя к барабану, отстранил Федора и сам взялся подавать.	2	1					ru	
092dc4aa7926ac281bb25ce3c0df09481bf273afc7bdd920e60b7c5598f0829e68f3a3096b17adf823a2ffe6028cdea50f3436ba18c887c0cd4e096ae6198177	common_voice_ru_36857166.mp3	Ус залихватский закручен в форсе.	2	0	twenties	male	Буква «в» похожа на «л». Беларуский акцент		ru	
092dc4aa7926ac281bb25ce3c0df09481bf273afc7bdd920e60b7c5598f0829e68f3a3096b17adf823a2ffe6028cdea50f3436ba18c887c0cd4e096ae6198177	common_voice_ru_36857170.mp3	Во веки веков, товарищи, вам — слава, слава, слава!	2	0	twenties	male	Буква «в» похожа на «л». Беларуский акцент		ru	
092dc4aa7926ac281bb25ce3c0df09481bf273afc7bdd920e60b7c5598f0829e68f3a3096b17adf823a2ffe6028cdea50f3436ba18c887c0cd4e096ae6198177	common_voice_ru_36857174.mp3	Это были ржаные копны.	2	0	twenties	male	Буква «в» похожа на «л». Беларуский акцент		ru	
092dc4aa7926ac281bb25ce3c0df09481bf273afc7bdd920e60b7c5598f0829e68f3a3096b17adf823a2ffe6028cdea50f3436ba18c887c0cd4e096ae6198177	common_voice_ru_36857176.mp3	Волапюк, эсперанто и токипона - искуственные языки.	2	0	twenties	male	Буква «в» похожа на «л». Беларуский акцент		ru	
092dc4aa7926ac281bb25ce3c0df09481bf273afc7bdd920e60b7c5598f0829e68f3a3096b17adf823a2ffe6028cdea50f3436ba18c887c0cd4e096ae6198177	common_voice_ru_36857180.mp3	В эту деревуху никто не ездил уже чёрти сколько лет.	2	0	twenties	male	Буква «в» похожа на «л». Беларуский акцент		ru	
